Date,Close/Last,Volume,Open,High,Low
03/30/2016,$108.98,5247870,$109.45,$109.56,$108.93
03/29/2016,$109.14,6607387,$108.30,$109.25,$107.74
03/28/2016,$108.23,4738060,$108.41,$108.90,$108.06
03/24/2016,$108.31,6284202,$108.22,$108.61,$107.75
03/23/2016,$108.50,8185635,$107.29,$108.825,$107.20
03/22/2016,$107.38,7818193,$107.28,$107.63,$107.05
03/21/2016,$107.28,7670682,$107.41,$107.75,$106.55
03/18/2016,$107.50,14772900,$106.99,$107.84,$106.36
03/17/2016,$106.74,8570810,$107.47,$107.60,$106.45
03/16/2016,$107.41,7064380,$107.73,$107.78,$106.875
03/15/2016,$107.76,8463719,$107.62,$108.35,$106.76
03/14/2016,$107.66,7242754,$107.92,$108.30,$107.31
03/11/2016,$107.71,7763358,$107.50,$107.99,$107.21
03/10/2016,$107.14,10474750,$106.99,$107.48,$106.07
03/09/2016,$106.84,7562429,$106.84,$107.02,$106.09
03/08/2016,$106.22,7632880,$106.52,$106.77,$105.965
03/07/2016,$106.74,6973441,$106.00,$106.9196,$105.49
03/04/2016,$106.50,6715568,$106.51,$106.98,$106.07
03/03/2016,$106.65,6927153,$106.82,$107.00,$105.63
03/02/2016,$107.04,9766877,$106.91,$107.41,$106.43
03/01/2016,$107.22,8298269,$105.90,$107.24,$105.44
02/29/2016,$105.21,10103370,$105.28,$106.20,$105.04
02/26/2016,$105.78,9049427,$106.82,$106.92,$105.42
02/25/2016,$106.38,8091872,$104.95,$106.39,$104.77
02/24/2016,$104.96,9070667,$103.34,$105.075,$102.97
02/23/2016,$104.08,6627940,$104.65,$104.79,$103.96
02/22/2016,$104.75,6943694,$104.44,$104.75,$104.05
02/19/2016,$104.16,9339765,$103.58,$104.68,$103.38
02/18/2016,$104.24,10735010,$102.83,$104.6767,$102.50
02/17/2016,$102.50,8899896,$102.75,$103.24,$102.23
02/16/2016,$102.32,10443240,$102.37,$103.05,$101.65
02/12/2016,$101.82,9034807,$101.82,$101.98,$100.72
02/11/2016,$101.70,12465480,$100.46,$102.02,$99.98
02/10/2016,$101.73,9832924,$102.05,$102.91,$101.3684
02/09/2016,$101.97,10043040,$101.31,$102.24,$100.9725
02/08/2016,$102.00,14323650,$100.31,$103.51,$100.22
02/05/2016,$100.54,15519970,$102.66,$102.77,$99.78
02/04/2016,$103.90,10388990,$103.61,$104.085,$102.73
02/03/2016,$104.14,10166300,$103.65,$104.38,$102.01
02/02/2016,$103.41,10612180,$103.30,$104.26,$103.00
02/01/2016,$104.37,9803463,$103.61,$104.785,$103.22
01/29/2016,$104.44,15604870,$102.89,$104.75,$102.63
01/28/2016,$102.27,12788420,$102.50,$103.04,$101.85
01/27/2016,$102.16,19323780,$100.49,$103.38,$100.49
01/26/2016,$101.18,17265110,$97.26,$101.34,$97.135
01/25/2016,$96.40,9346031,$96.72,$97.69,$96.04
01/22/2016,$96.75,8379933,$97.02,$97.085,$95.95
01/21/2016,$95.94,11264980,$95.77,$96.64,$94.28
01/20/2016,$95.75,12673260,$96.11,$97.28,$94.53
01/19/2016,$97.50,12357720,$97.93,$98.41,$96.90
01/15/2016,$97.00,12656590,$96.37,$98.00,$96.25
01/14/2016,$98.89,10155870,$97.10,$99.47,$97.00
01/13/2016,$97.02,8284663,$98.49,$98.98,$96.84
01/12/2016,$98.24,6736471,$97.99,$98.63,$97.24
01/11/2016,$97.57,8133488,$98.24,$98.63,$96.08
01/08/2016,$98.16,9759288,$99.88,$99.94,$97.85
01/07/2016,$99.22,9432182,$99.31,$100.09,$98.88
01/06/2016,$100.39,7728704,$99.82,$100.97,$99.60
01/05/2016,$100.90,6467210,$100.58,$101.44,$100.57
01/04/2016,$100.48,12718740,$101.71,$101.81,$99.45
12/31/2015,$102.72,4592495,$103.37,$103.62,$102.69
12/30/2015,$103.78,3847219,$104.11,$104.34,$103.53
12/29/2015,$104.03,4229973,$103.34,$104.185,$103.34
12/28/2015,$103.22,4062947,$103.18,$103.47,$102.925
12/24/2015,$103.72,2546278,$103.12,$103.91,$103.01
12/23/2015,$103.49,5531563,$103.11,$103.67,$102.74
12/22/2015,$102.71,5574382,$101.91,$102.88,$101.15
12/21/2015,$101.58,8321937,$102.34,$102.92,$100.85
12/18/2015,$101.95,14827670,$103.08,$103.08,$101.95
12/17/2015,$103.64,8740632,$105.16,$105.26,$103.63
12/16/2015,$105.25,8164502,$104.64,$105.49,$103.52
12/15/2015,$104.13,9278269,$102.65,$104.69,$102.65
12/14/2015,$102.15,10634160,$101.645,$102.29,$100.78
12/11/2015,$101.68,7784307,$102.37,$102.37,$101.43
12/10/2015,$102.64,6467344,$102.30,$103.34,$101.80
12/09/2015,$102.15,7943864,$102.14,$103.34,$101.67
12/08/2015,$102.42,8005228,$102.98,$103.24,$101.9103
12/07/2015,$103.32,7262911,$102.61,$103.49,$102.60
12/04/2015,$102.95,7841202,$101.40,$103.00,$101.28
12/03/2015,$100.79,12008730,$102.27,$102.37,$100.31
12/02/2015,$102.05,6623500,$102.50,$102.93,$101.99
12/01/2015,$102.36,7545982,$101.73,$102.49,$101.12
11/30/2015,$101.24,8788967,$102.48,$102.48,$101.24
11/27/2015,$102.37,2353779,$102.28,$102.62,$101.79
11/25/2015,$101.96,5401228,$102.17,$102.33,$101.96
11/24/2015,$102.04,7492381,$101.81,$102.79,$101.81
11/23/2015,$102.77,6717911,$102.39,$103.00,$102.19
11/20/2015,$102.48,7595464,$102.49,$102.80,$102.20
11/19/2015,$102.49,5161454,$102.66,$102.68,$102.06
11/18/2015,$102.67,7134599,$101.53,$102.80,$101.31
11/17/2015,$101.50,5120241,$101.34,$101.71,$100.88
11/16/2015,$101.22,5754304,$100.38,$101.29,$100.04
11/13/2015,$99.88,8517022,$100.04,$100.94,$99.74
11/12/2015,$100.27,6911742,$101.14,$101.605,$100.22
11/11/2015,$101.86,6278355,$101.78,$102.355,$101.50
11/10/2015,$101.45,5113804,$101.00,$101.76,$100.68
11/09/2015,$100.84,6622305,$101.39,$101.59,$100.55
11/06/2015,$101.92,6220878,$101.57,$101.92,$100.86
11/05/2015,$102.33,6545545,$102.25,$102.49,$101.42
11/04/2015,$101.94,5592279,$101.90,$102.39,$101.69
11/03/2015,$101.96,6229002,$101.84,$102.30,$101.11
11/02/2015,$102.17,6292873,$101.18,$102.34,$100.84
10/30/2015,$101.03,10514570,$101.53,$102.12,$101.01
10/29/2015,$101.37,6339462,$100.47,$101.53,$100.12
10/28/2015,$100.48,7252871,$100.45,$100.48,$99.50
10/27/2015,$100.19,8880554,$99.92,$100.90,$99.70
10/26/2015,$99.94,7561530,$100.05,$100.28,$99.49
10/23/2015,$100.31,9166544,$99.88,$100.88,$99.53
10/22/2015,$99.53,9874342,$97.85,$99.81,$97.13
10/21/2015,$97.63,7093295,$97.64,$98.22,$97.07
10/20/2015,$97.59,6041685,$97.95,$98.25,$97.31
10/19/2015,$97.94,8725230,$98.05,$98.20,$97.31
10/16/2015,$98.24,9159855,$97.87,$98.31,$97.40
10/15/2015,$97.15,9552449,$95.00,$97.35,$94.86
10/14/2015,$94.53,8881850,$95.21,$95.96,$94.12
10/13/2015,$95.45,12759090,$94.79,$96.23,$94.31
10/12/2015,$95.99,8951828,$95.07,$96.47,$94.98
10/09/2015,$95.37,8257971,$95.14,$95.96,$94.7775
10/08/2015,$95.08,7085844,$94.71,$95.195,$93.81
10/07/2015,$94.98,9461194,$94.26,$95.42,$93.44
10/06/2015,$93.42,8353571,$94.52,$94.66,$92.58
10/05/2015,$94.76,9413928,$94.19,$94.82,$94.075
10/02/2015,$93.93,8339070,$92.14,$93.97,$91.84
10/01/2015,$93.17,9675937,$93.43,$93.85,$91.76
09/30/2015,$93.35,10969900,$94.13,$94.47,$92.59
09/29/2015,$93.04,11499950,$92.24,$93.84,$91.83
09/28/2015,$91.37,14308120,$90.70,$92.07,$89.90
09/25/2015,$91.00,10776420,$92.93,$93.125,$90.76
09/24/2015,$92.48,7397756,$92.52,$92.94,$91.775
09/23/2015,$92.99,5608070,$93.21,$93.70,$92.56
09/22/2015,$93.24,10617370,$92.26,$93.44,$91.8799
09/21/2015,$93.13,7036952,$93.87,$94.60,$92.37
09/18/2015,$93.39,14201010,$94.08,$94.7185,$93.25
09/17/2015,$94.84,8079443,$94.53,$96.19,$94.32
09/16/2015,$94.61,5623649,$94.49,$94.82,$93.82
09/15/2015,$94.40,7025137,$93.79,$94.745,$93.19
09/14/2015,$93.32,7944009,$92.90,$93.91,$92.51
09/11/2015,$92.93,7375188,$92.44,$93.00,$91.80
09/10/2015,$92.72,8326216,$92.11,$93.48,$91.615
